YEARMADERANGE,WALLTYPE,ROOFTYPE,BEDROOMS,NCOMBATH,NHAFBATH,PRKGPLC1,STOVENFUEL,OVENUSE,AMTMICRO,DEFROST,TOASTER,NUMMEAL,FUELFOOD,COFFEE,NUMFRIG,TYPERFR1,SIZRFRI1,AGERFRI1,NUMFREEZ,DWASHUSE,WASHLOAD,DRYRUSE,TVCOLOR,TVSIZE1,TVTYPE1,TVONWD1,TVONWE1,NUMPC,TIMEON1,TIMEON2,TIMEON3,BATTOOLS,INTERNET,WELLPUMP,AQUARIUM,STEREO,HEATROOM,MOISTURE,FUELH2O,ACROOMS,USECENAC,PROTHERMAC,NUMCFAN,USECFAN,TREESHAD,RECBATH,LIGHTS,SLDDRS,WINDOWS,ADQINSUL,USENG,USESOLAR,ELWARM,ELWATER,ELFOOD,EMPLOYHH,Householder_Race,EDUCATION,NHSLDMEM,MEANAGE,RETIREPY,MONEYPY,POVERTY150,TOTSQFT,TOTHSQFT,TOTCSQFT,KWH,WSF
1,3,5,4,3,0,0,0,6,4,1,0,5,0,0,1,3,3,7,0,3,3,3,4,3,2,2,12,4,10,10,10,2,1,0,0,0,7,0,1,7,3,1,2,2,1,0,28.5,0,22,4,1,0,0,1,0,1,1,5,3,27,0,110000,0,3564,2970,2376,21877,0.54
1,1,2,3,2,0,0,0,16,3,1,1,10,0,0,1,4,4,3,0,0,3,3,2,3,1,4,8,2,8,2,0,6,1,0,0,1,6,0,0,6,3,0,2,2,1,0,10.5,1,12,3,1,0,0,0,0,1,2,5,2,21,0,37500,0,1465,1465,1465,11776,0.41
5,3,5,3,2,0,0,0,6,2,0,0,10,1,1,2,3,4,12,1,3,7,3,3,2,1,8,8,1,1,0,0,2,1,1,0,0,8,0,0,8,3,1,3,3,0,0,29,0,12,3,1,0,1,0,1,1,1,3,4,50.5,0,130000,0,1792,1792,1792,14342,0.61
2,1,2,3,1,0,0,0,9,2,0,0,7,0,1,1,4,3,7,0,0,3,0,3,2,1,4,4,0,0,0,0,2,0,0,0,0,7,0,0,6,2,0,3,1,1,0,12,0,0,2,1,0,0,0,0,0,1,0,4,15.5,0,3750,1,1559,1559,891,4780,0.48
3,3,0,3,2,0,0,1,3,3,0,1,1,1,0,1,4,3,3,0,1,7,3,2,2,2,1,2,1,2,0,0,2,1,0,0,0,6,0,1,6,3,0,4,1,0,0,2.5,0,4,4,0,0,1,1,1,1,1,4,2,21.5,0,57500,0,1039,1039,1039,6753,0.37
1,3,5,3,2,0,0,0,6,1,0,0,7,0,0,2,5,3,22,0,0,1,0,1,2,2,2,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,5,0,18,4,1,0,0,0,0,0,1,0,1,84,1,17500,0,5250,5250,1500,4448,0.54
2,2,5,3,1,0,0,0,9,4,0,0,5,0,1,1,4,3,7,0,0,3,3,2,3,4,8,8,0,0,0,0,0,0,0,0,0,6,0,0,6,3,0,0,0,0,0,42.5,0,7,2,1,0,0,0,0,0,2,2,2,55.5,1,47500,0,958,958,958,10135,0.54
4,2,5,3,2,0,1,1,1,4,1,0,10,1,1,2,3,4,7,0,1,16,3,3,2,2,4,4,6,8,8,5,6,0,0,0,1,6,0,0,6,2,1,1,3,1,0,0,1,4,3,1,0,0,0,1,1,1,4,6,24,0,42500,1,2080,1680,1680,13526,0.6
5,3,3,3,1,1,0,0,9,0,0,0,10,0,1,1,0,1,3,1,0,3,0,1,2,1,12,12,0,0,0,0,2,0,1,0,0,4,1,1,0,0,0,0,0,1,0,22.5,1,12,2,0,0,1,1,0,0,1,2,1,65,1,17500,0,1248,832,0,7361,0.61
5,2,5,3,2,1,0,0,3,3,1,1,10,0,1,1,3,4,12,0,5,7,2,3,3,1,2,4,0,0,0,0,2,0,1,0,1,3,0,1,3,3,0,5,3,1,0,65,0,18,2,1,0,1,1,0,0,1,2,2,45,1,47500,0,1552,931,931,19473,0.35
4,1,0,2,2,0,0,1,6,3,1,0,10,1,0,1,4,3,3,0,2,3,3,2,2,1,4,4,0,0,0,0,0,0,0,0,0,5,0,0,5,1,0,0,0,0,0,10.5,1,4,2,1,0,0,0,1,0,1,2,1,84,1,27500,0,1085,1085,1085,2535,0.56
1,6,5,2,1,0,0,1,1,4,1,0,3,1,0,1,3,4,12,0,1,3,3,2,2,2,4,8,1,2,0,0,0,1,0,0,0,5,0,0,5,3,0,4,3,0,0,23.5,0,12,3,1,0,0,0,1,1,1,2,1,50,0,47500,0,996,996,996,11192,0.69
3,1,0,2,2,0,0,0,1,4,1,1,5,0,1,1,4,3,22,0,1,0,0,1,1,1,1,1,2,5,2,0,2,1,0,0,1,4,1,0,4,3,0,0,0,0,0,39.5,0,7,4,1,0,1,0,0,2,1,7,3,50,1,130000,0,1499,1499,1499,2026,0.49
3,4,5,2,2,1,0,1,6,3,0,0,5,1,1,1,4,2,7,0,0,3,3,1,3,2,4,4,0,0,0,0,2,0,1,0,1,5,0,1,5,3,0,0,0,1,0,67.5,0,12,3,0,0,1,1,1,1,1,2,1,52,0,47500,0,1022,1022,1022,14184,0.39
1,1,0,0,1,0,0,0,6,3,1,0,5,0,1,1,4,3,2,0,0,0,0,1,2,1,1,1,1,10,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,0,0,24,0,4,2,1,0,0,0,0,1,1,7,1,26,0,37500,0,490,490,490,1359,0.62
8,2,5,4,2,0,0,0,3,3,0,0,10,0,1,1,4,3,7,1,3,3,3,5,2,2,4,8,2,5,2,0,2,1,0,0,0,6,0,0,6,3,1,2,3,0,0,65,0,12,3,1,0,1,0,0,1,1,3,6,36,1,47500,0,1539,1539,1539,18957,0.44
8,7,5,5,4,1,1,0,3,4,1,0,10,0,0,2,2,4,3,1,8,13,3,2,2,2,2,2,2,1,1,0,10,1,0,0,1,10,1,0,10,3,1,0,0,0,0,78.5,1,30,3,1,0,0,0,0,1,1,8,4,23.5,0,130000,0,5221,4571,4571,14824,0.6
3,2,6,4,2,0,0,1,3,2,1,0,7,1,1,2,4,3,7,0,3,3,3,1,2,1,8,8,3,2,1,1,6,1,0,0,0,0,0,1,0,0,0,2,1,0,0,15.5,0,22,1,0,0,0,1,1,0,1,4,2,66.5,1,42500,0,1821,0,607,8419,0.36
4,4,6,3,2,0,1,1,6,2,0,0,7,1,1,1,4,3,3,0,5,3,3,3,3,2,4,4,1,10,0,0,0,1,1,1,1,6,0,1,6,3,1,4,2,0,0,31.5,1,7,3,0,0,1,1,1,1,1,5,3,42.666666666666664,0,47500,0,1698,1298,1298,21828,0.37
2,3,5,2,1,1,1,0,6,3,1,0,7,1,0,1,4,3,2,0,0,7,3,4,3,1,2,2,1,2,0,0,0,1,0,0,0,5,0,0,0,0,0,1,3,1,0,32.5,0,18,3,1,0,1,0,1,1,1,4,2,44.5,0,3750,1,2341,1743,1394,18448,0.56
5,4,2,2,2,0,1,0,6,3,1,0,5,0,0,1,3,4,2,0,3,3,3,2,3,2,4,4,2,2,10,0,0,1,0,0,0,4,0,0,4,1,1,3,3,1,0,10.5,0,7,4,1,0,0,0,0,1,0,5,2,28.5,0,110000,0,1564,1164,1164,3651,0.38
8,1,6,3,2,1,1,1,16,3,1,0,18,1,0,1,3,3,7,1,2,3,3,2,3,3,8,8,1,1,0,0,6,1,0,0,0,4,0,1,4,2,1,8,3,0,0,20,0,18,4,1,0,1,1,1,0,1,2,2,85.5,1,72500,0,2635,2385,2385,7840,0.47
4,1,6,3,1,0,1,0,6,2,0,0,5,0,1,2,3,4,7,0,0,3,3,4,3,2,4,8,1,2,0,0,0,1,0,0,1,6,0,0,6,3,0,3,3,0,0,21,0,12,3,1,0,1,0,0,1,2,2,1,47,0,72500,0,1378,1128,1128,8292,0.45
2,4,6,3,1,0,1,0,1,3,0,1,7,0,1,1,4,2,2,0,0,3,2,1,2,1,2,2,1,2,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,1,0,5,0,12,3,1,0,1,0,0,0,1,5,1,67,1,27500,0,1536,965,0,2099,0.53
1,2,6,2,1,0,0,1,6,2,0,0,5,1,1,1,4,4,12,0,0,3,3,2,3,2,4,4,1,1,0,0,2,1,0,0,0,7,0,0,0,0,0,0,0,1,0,31.5,0,18,3,0,0,0,0,1,1,1,2,2,32,0,72500,0,1428,1428,408,4524,0.61
1,3,5,3,1,1,0,1,6,4,1,0,7,1,1,1,5,4,2,1,0,7,3,2,3,2,1,8,2,1,1,0,2,1,0,0,0,6,0,1,6,2,0,2,2,1,0,37,0,12,2,0,0,1,1,1,2,1,3,2,53.5,0,67500,0,2248,2248,2248,50039,0.65
1,3,5,1,1,0,0,0,6,3,0,0,7,0,1,1,4,4,7,0,0,3,2,1,1,1,2,2,1,5,0,0,6,1,0,0,0,4,0,0,0,0,0,3,3,0,0,36,0,12,4,0,0,0,0,0,0,1,3,1,25,0,22500,0,1171,631,0,2350,0.58
5,4,5,4,3,0,1,0,6,2,1,0,7,1,1,1,4,4,22,1,3,7,3,4,3,2,2,2,3,10,1,1,2,1,0,0,1,8,0,1,8,3,0,6,1,1,0,21,1,30,4,0,0,1,1,1,0,1,3,2,66.5,1,37500,0,5605,3620,3620,23014,0.44
1,9,2,2,1,0,0,0,0,4,1,0,10,0,0,1,3,3,12,0,0,0,0,1,2,2,2,2,0,0,0,0,0,0,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,4,2,0,0,1,1,0,0,1,2,1,63,0,2000,1,924,693,231,4545,0.58
3,3,6,2,1,0,0,1,6,2,1,0,10,1,1,1,3,3,17,1,0,3,3,2,3,3,8,4,2,2,1,0,2,1,0,0,0,4,1,0,0,0,0,0,0,0,0,12,0,7,3,0,0,0,0,1,1,1,6,5,13,0,37500,1,716,716,0,5827,0.54
4,2,6,3,3,2,1,1,6,3,1,1,7,1,1,1,4,3,7,0,1,7,3,4,3,2,4,4,2,8,1,0,6,1,0,0,0,8,0,0,8,1,1,2,0,1,0,23.5,1,18,4,1,0,0,0,1,1,1,6,2,63.5,0,72500,0,3510,3110,1550,5272,0.61
6,3,5,3,2,0,0,1,9,2,0,0,5,1,1,1,3,3,7,1,2,7,3,2,3,2,2,4,0,0,0,0,2,0,0,0,1,6,0,1,6,3,0,1,2,1,0,15.5,0,12,4,0,0,1,1,1,1,1,3,2,37,0,22500,0,1724,1724,1724,10881,0.48
8,3,5,2,2,0,1,1,6,2,1,1,7,1,0,1,4,4,7,0,8,7,3,3,3,2,12,12,0,0,0,0,2,0,0,0,0,4,0,1,4,2,1,2,2,0,0,2.5,0,7,4,0,0,1,1,1,2,3,3,3,21,0,27500,0,1456,1206,1206,12674,0.52
6,4,1,3,3,0,0,0,6,3,0,0,7,0,1,2,3,3,3,0,2,7,1,2,1,2,2,2,2,8,5,0,2,1,0,0,0,6,0,0,6,2,1,0,0,1,0,0,0,22,4,1,1,0,0,1,0,1,5,2,66.5,1,97500,0,3099,3099,3099,5101,0.54
4,3,5,3,2,0,0,1,6,2,1,0,5,1,1,1,4,3,7,1,0,7,3,3,3,2,12,12,1,5,0,0,6,1,0,0,0,5,1,0,5,3,0,1,3,1,0,45,1,12,3,0,0,1,0,1,0,1,5,2,62,1,130000,0,2156,1540,1540,18705,0.48
3,3,6,3,1,1,0,0,6,2,0,0,5,0,1,1,4,4,12,0,5,13,3,3,3,2,12,12,0,0,0,0,6,0,0,0,1,6,0,0,0,0,0,3,1,0,0,31.5,0,12,2,1,0,1,0,0,1,1,1,2,48.5,0,52500,0,2232,1488,496,3618,0.51
4,3,5,3,2,0,1,1,0,4,1,1,0,0,1,1,3,3,7,0,0,3,3,2,3,2,1,1,1,1,0,0,2,1,0,0,0,6,0,0,0,0,0,1,2,1,0,25,0,12,4,1,0,0,0,0,0,1,3,1,74,1,77500,0,2868,2468,439,4448,0.48
5,2,6,3,2,0,1,1,1,2,0,0,7,1,1,2,3,4,2,1,1,3,2,2,2,1,4,4,1,1,0,0,6,1,1,0,0,7,0,0,0,0,0,4,1,1,0,13,1,7,4,0,0,1,0,1,1,1,0,2,49,0,47500,0,2321,1921,823,6174,0.47
6,2,5,3,2,1,1,1,1,1,0,1,5,1,0,2,3,5,12,0,2,3,2,2,2,1,4,2,0,0,0,0,2,0,0,0,1,6,1,0,6,1,1,2,1,0,0,10.5,1,7,3,0,0,1,0,1,0,1,1,1,85,1,32500,0,2830,2430,2430,7446,0.46
5,3,6,4,2,1,1,1,6,1,0,1,7,1,1,1,1,2,7,1,3,3,3,1,2,1,1,1,2,10,10,0,2,1,0,0,0,9,0,1,9,3,1,5,3,1,0,15,1,12,4,1,0,1,1,1,0,1,3,2,59,1,17500,1,3117,2717,2717,11910,0.57
1,4,6,3,1,1,0,0,16,0,0,0,18,0,0,1,0,3,3,0,8,7,2,1,2,2,2,2,4,5,5,5,6,1,0,0,0,7,0,0,0,0,0,0,0,1,0,2.5,0,30,2,1,0,0,0,0,2,1,5,3,33.333333333333336,0,130000,0,3450,2262,969,8821,0.62
4,7,5,4,2,0,1,0,16,4,1,1,10,1,1,2,3,4,12,0,0,13,3,4,2,1,4,4,2,10,10,0,10,1,0,0,1,9,0,1,9,3,1,7,3,1,0,82.5,0,7,3,0,0,1,1,1,1,1,2,5,18.2,0,62500,0,3692,3292,3292,32014,0.48
6,4,5,5,3,0,1,0,0,2,1,1,1,0,1,1,3,4,3,1,5,3,3,4,3,2,2,2,2,1,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,22,3,1,0,0,0,0,1,6,6,4,39.25,0,47500,0,2444,908,0,7357,0.54
6,2,6,2,2,0,1,1,6,4,1,1,18,1,1,1,3,3,12,0,2,3,3,2,3,4,8,8,0,0,0,0,0,0,1,0,1,5,0,1,5,3,1,3,1,0,0,21,0,12,4,0,0,1,1,1,0,1,3,1,85,1,27500,0,2040,1640,1640,7745,0.39
3,3,5,3,2,0,0,0,3,2,0,0,7,0,1,2,1,3,3,1,0,3,3,3,2,2,2,2,1,1,0,0,0,1,0,0,0,6,0,0,0,0,0,3,2,0,0,5,0,12,2,1,0,0,0,0,0,2,2,3,62,1,47500,0,3060,3060,1020,8152,0.58
3,1,5,4,1,2,0,0,1,4,1,0,10,0,1,2,3,5,3,0,1,3,3,5,2,1,4,4,1,2,0,0,2,1,0,0,1,5,0,0,5,2,0,3,1,1,0,26,0,12,4,1,0,1,0,0,0,2,3,4,48,1,37500,0,2288,846,846,11847,0.49
3,4,5,5,3,0,1,0,1,4,0,0,18,1,0,2,3,4,17,0,5,7,3,2,2,1,8,8,0,0,0,0,0,0,0,0,0,2,0,0,8,1,0,2,2,0,0,45,1,22,3,1,0,0,0,1,0,1,2,2,63.5,1,67500,0,3149,687,2749,10039,0.44
1,5,6,3,2,0,0,0,9,3,1,0,7,1,1,1,4,4,17,0,0,7,3,2,1,1,2,2,3,8,5,2,6,1,0,0,1,7,0,0,7,2,0,2,2,0,0,61,1,12,3,1,0,1,0,1,0,1,5,4,36.75,0,42500,0,1692,1692,1692,7399,0.51
3,4,5,3,1,1,0,0,1,4,0,1,7,0,1,1,3,3,7,0,0,1,2,3,2,2,12,12,1,1,0,0,0,1,0,0,0,6,0,0,6,2,1,2,1,1,0,22.5,1,7,3,1,0,0,0,0,0,1,5,2,84,1,22500,0,1800,1543,1543,10333,0.39
8,3,5,4,4,0,1,0,6,2,1,1,0,0,0,2,3,4,2,0,1,3,2,4,1,1,4,4,0,0,0,0,0,0,1,0,0,9,0,0,5,1,1,4,1,0,0,2.5,1,18,4,1,0,0,0,0,0,2,2,2,71.5,1,130000,0,5460,5460,3504,13872,0.56
4,3,6,4,1,0,1,1,6,2,1,0,7,1,1,2,3,4,2,0,5,7,3,3,3,2,12,12,2,2,1,0,0,1,0,0,0,7,0,0,7,1,0,7,3,1,0,16,0,12,4,1,0,0,0,1,0,1,2,3,57.666666666666664,1,97500,0,2410,2010,2010,10536,0.59
4,1,0,2,1,0,0,1,6,3,0,1,5,1,1,1,4,3,3,0,3,0,0,1,2,2,2,2,1,1,0,0,2,1,0,0,0,5,0,0,0,0,0,1,3,0,0,21,1,4,4,1,0,0,0,1,1,1,3,2,20.5,0,22500,0,1100,1100,440,4262,0.57
1,3,5,3,1,0,0,1,6,3,1,0,5,1,0,1,4,3,3,1,0,7,3,3,1,1,8,12,0,0,0,0,0,0,0,0,1,4,1,1,0,0,0,2,3,0,0,10,0,12,2,0,0,1,1,1,2,2,2,2,35.5,0,12500,1,1805,1203,602,19764,0.39
2,3,5,2,1,0,0,1,6,4,1,0,7,1,1,1,4,3,7,0,5,13,3,4,3,2,4,8,3,10,2,1,6,1,0,0,0,5,0,0,0,0,0,0,0,1,0,50.5,0,12,2,1,0,1,0,1,1,1,3,4,17.25,0,42500,0,1680,700,280,13352,0.48
6,4,5,5,5,1,1,0,3,1,0,1,7,0,0,2,0,4,12,1,0,7,3,5,3,2,4,4,3,1,1,1,0,1,0,0,1,3,0,0,0,0,0,0,0,1,1,16,0,30,4,1,0,1,0,1,0,1,5,2,53.5,0,52500,0,9396,2624,0,19952,0.38
4,1,5,3,3,0,1,0,6,2,0,0,7,1,1,2,4,4,12,1,1,3,2,3,1,1,12,12,0,0,0,0,2,0,0,0,0,5,1,0,5,1,0,5,1,0,0,15.5,1,12,4,1,0,0,0,1,2,1,1,1,82,1,37500,0,2871,1203,913,5711,0.55
8,3,5,3,2,0,1,1,1,4,0,1,1,1,1,1,3,4,3,0,3,7,3,2,2,1,12,12,1,5,0,0,2,1,0,0,0,6,0,0,6,3,1,2,3,0,0,42,1,7,4,1,0,0,0,1,2,1,2,1,72,1,27500,0,3736,3336,3336,8639,0.47
2,2,5,4,2,1,1,0,3,1,0,1,18,1,0,2,5,3,3,0,8,1,3,3,3,2,8,4,3,10,2,5,2,1,0,0,1,6,1,0,6,2,1,1,0,0,0,37,1,22,3,1,0,0,0,1,0,4,5,2,40.5,0,8750,1,2690,1589,1589,7022,0.41
7,3,6,4,2,2,1,0,6,2,0,1,7,0,1,1,3,3,7,0,3,3,3,3,3,2,4,4,1,1,0,0,2,1,0,0,1,8,0,0,8,3,1,1,1,0,0,31.5,1,22,3,1,0,0,0,0,1,1,5,4,22.75,0,67500,0,5376,4208,3440,13632,0.6
7,3,6,4,2,0,0,0,9,2,0,1,7,0,1,1,4,3,7,1,3,7,2,3,3,2,4,4,1,2,0,0,0,1,0,0,1,6,0,0,0,0,0,2,3,0,0,2.5,0,12,3,0,0,1,0,0,1,1,2,2,30.5,0,62500,0,3000,2000,667,6972,0.55
3,4,5,2,1,0,1,1,9,2,1,0,7,1,1,1,3,3,7,0,3,3,3,2,3,2,4,2,2,10,1,0,2,1,0,0,1,4,1,0,4,2,1,1,2,0,0,59,1,7,3,1,0,0,0,1,1,1,4,4,16.25,0,110000,0,1400,1000,1000,6317,0.54
4,1,5,2,2,0,1,0,1,4,1,1,10,0,0,2,3,4,2,0,0,3,3,4,3,2,4,4,1,1,0,0,6,1,0,0,1,5,0,0,5,1,0,3,3,1,0,7.5,1,7,3,1,0,0,0,0,1,1,3,2,17.5,0,32500,0,1752,1126,1126,5135,0.48
8,1,0,3,2,0,0,1,6,4,0,1,5,1,1,1,4,3,3,0,3,3,3,4,2,1,8,8,1,5,0,0,0,1,0,0,1,5,1,1,5,3,0,1,3,0,0,0,0,7,4,0,0,1,1,1,1,2,4,1,29,0,17500,0,921,921,921,7269,0.46
5,7,0,2,1,0,0,1,6,2,0,1,7,1,1,1,4,3,7,0,3,3,3,2,2,2,12,12,2,10,5,0,2,1,0,0,0,5,0,1,5,2,0,2,2,0,1,112.5,1,4,3,0,0,1,1,1,2,1,3,2,21,0,27500,0,1160,1160,1160,8811,0.36
5,3,5,3,2,0,1,1,6,2,1,0,5,1,1,1,3,4,3,0,5,13,3,4,3,3,8,12,3,5,10,1,6,1,0,1,1,8,0,0,8,3,1,5,1,1,0,54.5,1,12,4,1,0,0,0,1,1,1,4,4,35.75,0,130000,0,2082,1226,1226,11355,0.49
3,1,5,3,1,2,0,1,3,4,0,0,5,1,1,2,4,3,3,0,1,3,3,2,2,2,8,4,1,8,0,0,2,1,0,0,1,5,0,0,5,3,1,2,1,1,0,10.5,0,12,3,1,0,0,0,1,0,1,5,1,63,1,42500,0,2184,910,910,3946,0.43
8,4,0,2,2,0,0,1,6,4,0,1,7,1,0,1,4,3,7,0,2,7,3,3,2,2,2,2,2,10,2,0,2,1,0,0,0,0,0,1,5,2,0,2,3,0,0,21,1,12,3,0,0,0,1,1,1,1,3,2,21.5,0,42500,0,1053,0,1053,12259,0.43
7,1,6,4,2,0,1,1,6,2,1,1,7,1,0,2,3,4,17,0,2,3,3,4,3,4,4,12,1,1,0,0,2,1,0,0,0,6,1,0,6,3,0,2,3,0,0,2.5,0,7,4,1,0,0,0,1,1,1,6,2,61.5,1,130000,0,2344,1944,1944,8965,0.45
6,2,6,4,2,0,1,1,0,3,0,0,10,1,1,1,4,3,12,0,0,3,3,1,1,1,2,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,1,7,3,1,0,0,0,1,2,1,2,2,53,0,22500,0,2220,1560,0,4559,0.6
7,4,7,2,2,0,1,1,6,3,1,0,5,1,1,1,3,5,7,0,3,7,3,2,2,4,4,4,1,5,0,0,0,1,0,0,0,5,0,0,5,3,1,3,1,0,0,21,1,0,3,1,0,0,0,1,0,1,5,1,70,1,42500,0,2009,2009,2009,10701,0.46
2,1,5,2,1,0,1,0,1,3,1,0,10,1,1,1,4,4,2,0,3,1,2,3,1,2,4,2,0,0,0,0,0,0,0,0,0,5,1,0,5,3,0,0,0,0,0,42,1,7,3,1,0,1,0,1,0,1,3,1,85,1,12500,1,1819,1419,1419,4755,0.53
7,1,0,0,1,0,0,1,1,4,0,0,10,1,0,2,5,4,7,1,5,0,0,2,3,1,2,1,0,0,0,0,2,0,0,0,1,1,0,1,1,1,1,0,0,1,0,22.5,0,2,3,0,0,1,1,1,0,1,1,3,20.666666666666668,0,22500,1,664,664,664,12009,0.42
8,3,0,1,1,0,0,1,6,4,1,0,7,1,1,1,4,3,3,0,0,0,0,2,1,1,8,4,1,5,0,0,6,1,0,0,0,3,0,0,3,3,0,0,0,1,0,30.5,0,2,4,1,0,0,0,1,0,1,3,1,49,0,6250,1,525,525,525,4750,0.48
3,1,5,3,2,0,1,1,0,0,0,0,0,0,1,1,4,3,22,0,0,1,3,2,2,1,2,2,0,0,0,0,0,0,0,0,0,5,0,1,5,3,0,0,0,0,0,22.5,0,12,4,0,0,1,1,0,0,1,3,1,79,1,12500,1,2650,1325,1325,18096,0.44
4,3,2,3,2,0,1,0,9,3,0,0,5,0,1,2,5,4,7,1,3,3,3,3,2,1,4,4,1,5,0,0,2,1,0,0,0,6,0,0,6,3,0,4,2,1,0,10,0,12,3,1,0,0,0,0,1,1,2,2,24.5,0,32500,0,2610,2210,2210,5841,0.53
8,1,5,4,3,0,1,0,3,4,1,1,5,0,0,1,5,5,3,0,8,3,3,5,3,3,4,8,4,10,5,2,6,1,0,0,0,8,0,0,8,3,1,6,3,0,0,32,0,22,4,1,0,1,0,0,1,4,5,3,36,0,130000,0,3486,3086,3086,13485,0.43
1,2,5,3,1,1,0,0,16,1,0,1,1,0,0,1,3,4,3,0,0,0,0,1,3,2,2,2,1,2,0,0,2,1,0,0,0,6,0,0,0,0,0,0,0,0,0,10.5,0,7,4,1,0,0,0,0,2,1,3,3,14.666666666666666,0,32500,0,2280,1520,507,8547,0.55
6,3,5,3,2,0,1,1,1,3,1,1,5,1,0,1,3,3,7,0,1,3,3,2,3,5,4,4,3,10,10,8,2,1,0,0,0,7,0,0,7,3,1,3,3,1,0,29,0,12,3,1,0,1,0,1,1,1,3,1,35,0,77500,0,2391,1991,1991,15520,0.46
6,7,5,3,2,0,1,1,3,1,0,0,7,1,1,1,5,4,2,0,2,3,1,3,3,2,4,4,1,1,0,0,2,1,1,0,1,6,0,1,0,0,0,6,3,1,0,42,1,12,4,0,0,1,1,1,0,1,2,2,63,0,57500,0,2018,1618,0,25451,0.32
5,2,5,3,2,1,1,0,6,3,0,0,5,0,0,1,4,4,7,0,2,3,2,1,3,5,2,2,3,8,2,1,10,1,0,0,1,7,1,0,0,0,0,4,2,1,0,109,1,12,2,1,0,1,0,0,2,1,5,1,44,0,87500,0,2408,1807,0,8148,0.58
7,3,5,5,3,2,1,0,9,2,1,0,7,0,1,4,3,4,12,0,5,7,3,4,3,2,4,8,4,10,10,2,2,1,0,0,1,11,0,0,9,2,1,1,1,0,1,36,1,30,4,1,0,1,0,0,0,1,6,6,24.5,0,130000,0,7718,7068,4015,29294,0.48
1,3,5,4,2,1,1,0,9,2,1,0,10,0,1,2,5,4,3,0,5,7,3,3,2,1,4,8,1,8,0,0,2,1,0,0,1,9,0,1,8,2,0,2,2,1,0,97,0,30,3,1,0,0,1,1,1,2,5,3,37.666666666666664,0,130000,0,2837,2565,2150,2483,0.48
3,1,5,3,1,1,0,0,3,2,1,0,5,0,0,1,3,4,7,1,0,7,3,1,2,1,1,1,0,0,0,0,2,0,1,0,0,3,0,1,3,3,0,1,1,0,0,21,0,12,3,0,0,1,1,0,1,1,1,1,62,1,17500,0,1624,812,812,13374,0.39
3,3,5,3,2,0,0,1,3,4,0,0,5,1,1,1,4,3,7,1,0,3,3,4,2,2,12,12,1,2,0,0,10,1,1,0,0,5,0,1,0,0,0,0,0,1,0,18.5,1,7,4,0,0,0,1,1,2,1,3,2,61.5,0,42500,0,2663,2663,959,11903,0.47
6,4,1,4,2,0,1,0,9,3,1,1,5,0,1,1,3,4,12,1,3,7,3,3,2,1,8,8,3,2,2,2,2,0,0,0,1,8,1,0,8,3,1,6,3,1,0,54.5,1,2,3,1,0,0,0,0,1,5,3,6,21.833333333333332,0,110000,0,2783,2383,2383,22198,0.42
6,2,5,0,1,0,0,1,6,4,1,1,7,1,1,1,3,4,12,0,1,7,3,2,2,1,1,2,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10.5,0,7,4,1,0,1,0,1,0,1,2,1,39,0,6250,1,425,425,425,7259,0.54
8,4,5,4,3,0,1,1,1,2,0,0,1,1,0,1,3,5,3,0,1,1,3,4,3,3,2,4,2,2,2,0,6,1,0,0,1,10,0,1,10,1,1,5,1,0,0,21,0,18,3,0,0,1,1,1,1,2,6,2,25,0,77500,0,3320,2920,2920,12019,0.37
7,3,5,3,2,0,1,1,9,4,1,0,10,1,1,1,4,3,7,1,5,7,3,4,2,1,4,4,2,8,2,0,2,1,0,0,1,6,0,1,6,3,0,0,0,0,0,51,0,12,3,0,0,1,1,1,1,1,3,2,53.5,0,97500,0,2400,2000,2000,16235,0.46
3,3,5,3,2,1,1,1,9,1,0,0,7,1,0,1,3,4,12,0,8,13,3,3,3,2,2,4,1,1,0,0,0,1,1,0,1,6,0,0,0,0,0,1,2,1,0,7.5,1,18,3,0,0,0,0,1,1,6,6,4,22.25,0,130000,0,2600,1886,629,8164,0.56
2,7,6,3,2,0,0,1,1,3,1,1,5,1,1,1,4,3,3,1,1,3,3,2,2,1,2,2,1,2,0,0,2,1,1,0,1,6,0,0,6,3,0,4,1,1,0,10.5,0,12,3,1,0,0,0,1,0,1,2,1,85,1,32500,0,1500,1500,1500,6540,0.4
1,1,7,3,2,1,0,0,1,3,1,0,5,0,1,2,3,4,3,0,3,3,3,6,3,2,2,2,1,2,0,0,6,1,0,0,1,7,0,0,7,3,1,1,1,0,0,43.5,0,22,3,1,0,0,0,0,1,1,4,1,53,0,130000,0,3045,2538,2538,12878,0.44
2,4,2,3,2,0,1,0,0,3,0,0,0,0,0,1,4,2,7,0,0,7,3,3,1,1,2,2,2,2,2,0,2,1,0,0,0,5,0,0,6,1,1,0,0,1,0,0,1,4,2,1,0,0,0,0,1,1,3,4,36,0,8750,1,1778,1148,1378,6701,0.43
