YEARMADERANGE,WALLTYPE,ROOFTYPE,BEDROOMS,NCOMBATH,NHAFBATH,PRKGPLC1,STOVENFUEL,OVENUSE,AMTMICRO,DEFROST,TOASTER,NUMMEAL,FUELFOOD,COFFEE,NUMFRIG,TYPERFR1,SIZRFRI1,AGERFRI1,NUMFREEZ,DWASHUSE,WASHLOAD,DRYRUSE,TVCOLOR,TVSIZE1,TVTYPE1,TVONWD1,TVONWE1,NUMPC,TIMEON1,TIMEON2,TIMEON3,BATTOOLS,INTERNET,WELLPUMP,AQUARIUM,STEREO,HEATROOM,MOISTURE,FUELH2O,ACROOMS,USECENAC,PROTHERMAC,NUMCFAN,USECFAN,TREESHAD,RECBATH,LIGHTS,SLDDRS,WINDOWS,ADQINSUL,USENG,USESOLAR,ELWARM,ELWATER,ELFOOD,EMPLOYHH,Householder_Race,EDUCATION,NHSLDMEM,MEANAGE,RETIREPY,MONEYPY,POVERTY150,TOTSQFT,TOTHSQFT,TOTCSQFT,KWH,WSF
6,3,5,4,2,1,1,1,6,2,1,0,5,1,0,1,3,4,7,0,8,7,3,5,1,1,2,1,1,2,0,0,2,1,0,0,0,8,0,0,8,2,0,3,2,1,0,7.5,0,22,4,1,0,1,0,1,1,1,3,4,28,0,130000,0,2783,2383,2383,17087,0.49
5,2,3,3,4,0,1,0,3,4,0,0,5,1,1,1,4,4,12,1,0,3,3,5,2,2,12,12,2,10,2,0,2,1,1,0,1,7,0,1,7,3,0,3,3,1,0,19.5,1,12,2,0,0,1,1,1,1,1,5,1,77,1,130000,0,3750,3100,3100,9431,0.54
1,3,5,3,2,0,0,1,6,2,0,0,7,1,1,1,3,4,7,1,5,7,3,4,1,2,4,4,1,1,0,0,2,1,0,0,0,4,0,0,7,2,0,7,2,1,1,15.5,0,22,3,1,0,0,0,1,1,1,2,2,56.5,0,47500,0,3141,2201,3141,8106,0.44
7,3,2,3,2,0,0,1,1,3,1,1,1,1,1,1,3,3,2,1,3,3,3,2,2,1,8,8,1,1,0,0,0,1,0,0,0,5,1,0,5,2,1,1,2,0,0,10.5,1,7,3,1,0,0,0,1,0,1,2,1,85,1,17500,0,1309,1309,1309,6967,0.52
1,1,6,2,1,0,0,0,6,2,0,0,10,0,1,1,4,4,3,0,0,7,3,2,2,2,8,8,1,10,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,5,0,12,3,1,0,1,0,0,2,1,2,2,14,0,32500,0,817,653,327,8300,0.52
5,3,5,2,2,0,1,1,1,3,1,0,10,1,0,1,3,4,12,0,0,3,3,1,2,2,4,4,0,0,0,0,0,0,0,0,1,3,0,0,3,2,0,1,1,0,0,2.5,1,4,4,1,0,0,0,1,0,1,3,1,85,1,17500,0,3054,1059,1059,4676,0.68
3,2,2,2,1,0,0,0,1,4,0,0,10,0,1,1,3,4,7,0,0,3,3,3,2,1,8,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,31.5,0,7,1,1,0,0,0,0,1,2,4,2,38,0,27500,0,1134,1134,1134,9524,0.43
6,3,0,1,1,0,0,1,6,3,0,0,10,1,0,1,3,4,3,0,0,0,0,1,2,1,4,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2.5,0,2,4,1,0,0,0,1,0,1,3,1,70,1,12500,1,617,617,206,2937,0.58
8,3,5,2,2,0,1,1,1,2,1,1,5,1,1,1,3,3,3,0,1,3,3,1,3,2,4,4,2,2,1,0,2,1,0,0,0,4,0,1,4,3,0,4,1,0,0,23.5,0,12,3,0,0,1,1,1,0,1,5,1,85,1,52500,0,1567,1317,1317,8852,0.48
7,3,5,3,3,0,1,1,1,4,0,0,10,1,1,1,3,5,3,0,1,3,3,3,2,2,4,2,1,1,0,0,2,1,1,0,1,9,0,1,9,1,0,7,1,1,0,22.5,1,18,4,0,0,1,1,1,2,2,2,1,67,1,17500,0,3504,2399,2399,10604,0.49
4,4,5,3,2,1,0,0,1,2,0,0,10,0,1,1,4,3,7,0,3,3,3,3,3,2,12,8,2,8,5,0,2,1,0,0,1,6,0,0,6,2,0,0,0,0,0,45,0,7,2,0,0,0,0,0,1,2,2,5,14.2,0,62500,0,1645,1645,1645,13869,0.59
5,1,5,4,1,1,1,0,9,2,0,0,7,0,1,1,3,4,7,0,3,3,3,3,3,2,4,8,2,2,1,0,0,1,0,0,0,10,1,0,10,3,1,1,1,1,0,85,1,12,4,1,0,1,0,0,0,1,3,3,42.666666666666664,0,130000,0,4768,3731,3093,10491,0.55
2,3,5,4,2,0,0,1,6,3,0,1,3,1,1,1,3,5,2,0,3,3,3,1,3,2,4,4,0,0,0,0,2,0,0,0,1,9,0,1,9,3,1,1,2,0,0,28.5,0,30,2,0,0,1,1,1,1,1,5,2,27.5,0,67500,0,1857,1857,1857,20090,0.42
2,3,6,2,1,1,0,0,6,1,1,0,5,0,1,1,3,5,7,0,0,3,3,1,2,1,2,4,0,0,0,0,6,0,1,0,0,4,0,0,0,0,0,0,0,1,0,10,1,12,4,1,0,0,0,0,0,1,3,1,36,0,27500,0,2714,1425,271,7836,0.62
4,3,3,2,2,0,0,0,1,4,0,1,10,0,1,1,4,3,7,0,0,1,3,3,1,1,8,8,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,2,1,0,0,18.5,1,7,1,1,0,1,0,0,0,1,4,1,77,1,17500,0,960,768,0,4319,0.52
4,4,0,2,2,0,0,1,9,2,1,1,10,1,0,1,4,4,7,0,0,3,3,0,0,0,0,0,2,8,5,0,0,1,0,0,1,5,0,1,4,2,1,2,0,1,0,67.5,0,12,2,1,0,1,1,1,1,1,5,2,23.5,0,72500,0,788,788,631,15487,0.36
6,4,0,2,1,0,0,1,9,1,0,0,5,1,0,1,4,3,17,0,1,3,3,2,2,1,4,4,0,0,0,0,2,0,0,0,0,0,0,1,4,3,0,2,1,1,0,22.5,0,7,3,0,0,0,1,1,1,1,2,2,31,0,67500,0,1921,0,1921,14473,0.34
8,4,5,3,2,1,1,1,6,2,0,1,10,1,0,2,3,4,3,0,0,3,2,2,3,3,4,4,3,5,2,1,0,1,0,0,0,0,0,1,7,3,1,2,3,0,0,20,1,12,4,0,0,0,1,1,1,1,6,3,31.333333333333332,0,110000,0,2501,0,2101,10286,0.38
5,3,0,0,1,0,0,1,3,4,0,0,7,1,0,1,1,4,12,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,10.5,0,4,4,1,0,0,0,1,0,0,5,1,24,0,2000,1,425,425,425,1285,0.55
4,1,5,3,3,1,1,1,9,2,1,0,7,1,0,1,3,4,3,1,5,7,3,4,3,4,2,8,2,2,1,0,6,1,0,0,0,7,0,1,7,3,1,5,2,0,0,23.5,0,22,4,0,0,1,1,1,1,1,2,4,19.5,0,52500,0,4032,3382,3382,23784,0.41
4,3,0,1,1,0,0,1,3,4,0,1,5,1,1,1,4,3,7,0,0,0,0,2,2,1,8,12,2,10,1,0,0,1,0,0,0,4,0,1,4,2,1,0,0,0,0,20,1,4,3,0,0,1,1,1,1,1,2,1,24,0,32500,0,750,750,750,4761,0.42
2,4,0,2,1,0,0,0,0,3,1,0,10,0,0,1,4,3,3,0,8,0,0,1,2,2,2,4,3,2,2,2,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,3,1,0,0,0,0,2,4,6,5,45.2,0,22500,1,512,410,102,3808,0.4
4,1,5,3,2,0,1,1,16,3,1,0,10,1,1,1,4,3,3,0,3,7,3,2,3,4,4,8,1,2,0,0,2,1,0,0,0,5,1,1,5,3,1,4,3,0,0,33,0,12,4,0,0,1,1,1,1,1,5,4,14.75,0,92500,0,2256,1856,1856,14132,0.49
5,2,5,3,2,0,0,1,6,2,1,0,10,1,1,1,3,4,3,0,3,3,2,1,3,2,2,2,2,10,1,0,0,1,1,0,1,4,0,1,4,2,1,5,2,1,0,0,1,7,4,0,0,0,1,1,0,1,6,2,62,1,87500,0,1624,1083,1083,9160,0.49
2,1,6,3,1,0,0,0,16,2,0,1,7,0,0,1,4,4,7,1,0,0,0,2,2,1,2,4,2,2,2,0,0,1,0,0,0,6,0,1,0,0,0,1,1,0,0,2.5,0,12,4,1,0,0,1,0,2,2,2,5,21.6,0,12500,1,1308,1308,436,11446,0.57
5,3,6,2,2,0,0,1,3,4,0,0,1,1,1,1,3,3,3,0,5,7,3,1,3,2,4,4,1,8,0,0,6,1,0,1,0,4,0,0,4,3,0,3,1,1,0,39.5,1,7,4,1,0,1,0,1,0,1,5,1,68,1,37500,0,1230,1230,1230,9479,0.45
4,3,5,4,2,1,1,0,3,3,0,0,10,0,0,1,4,4,2,1,0,7,3,5,3,2,8,4,1,1,0,0,2,1,0,0,1,7,0,1,0,0,0,5,2,0,0,5,1,18,4,0,0,1,1,0,2,2,3,4,20.75,1,62500,0,2110,1110,476,16635,0.5
3,7,6,3,1,0,0,1,16,1,0,0,10,1,1,1,4,3,7,1,0,3,2,1,2,1,4,2,0,0,0,0,2,0,0,0,0,6,0,1,6,1,0,0,0,1,0,8,0,7,3,0,0,1,1,1,0,1,1,2,65.5,1,17500,1,1376,1376,1376,10519,0.42
4,2,6,4,2,0,1,1,6,3,1,0,7,1,1,1,3,5,3,0,2,3,3,2,1,2,2,2,1,2,0,0,0,1,0,0,1,9,1,0,0,0,0,2,3,1,0,21,1,22,3,1,0,0,0,1,0,1,5,1,79,1,37500,0,2600,2200,0,6436,0.6
2,2,0,2,1,0,0,1,3,4,1,0,7,1,0,1,4,4,2,0,1,0,0,1,2,3,1,2,2,10,1,0,2,1,0,0,0,4,0,0,0,0,0,1,1,1,0,7.5,1,4,4,1,0,0,0,1,1,1,5,2,25.5,0,130000,0,964,964,0,1691,0.59
7,3,5,3,2,0,1,1,6,2,1,0,10,1,0,2,3,4,7,1,8,3,3,2,3,1,8,8,1,1,0,0,0,1,0,0,0,5,0,0,0,0,0,3,1,0,0,7.5,0,12,4,1,0,0,0,1,0,1,5,2,56.5,0,87500,0,2704,2304,0,7531,0.63
7,3,5,3,2,1,0,1,6,3,0,0,5,1,1,1,4,4,3,0,3,7,3,4,3,4,4,4,1,2,0,0,2,1,0,0,1,7,0,0,7,3,0,5,3,0,0,35.5,0,12,3,1,0,0,0,1,1,1,2,3,28.666666666666668,0,47500,0,1288,1288,1288,10584,0.42
3,1,5,3,2,0,1,1,6,3,1,1,18,1,0,1,4,3,7,1,5,7,3,3,2,2,12,12,1,5,0,0,2,1,1,0,0,6,0,1,6,3,0,2,1,1,0,34.5,1,7,4,0,0,1,1,1,0,1,5,2,54,1,52500,0,2000,1600,1600,29404,0.36
4,1,6,4,3,0,1,1,1,4,0,1,7,1,1,3,3,4,7,0,0,7,2,1,2,1,2,1,3,1,1,1,0,1,1,0,1,7,0,1,4,1,0,1,3,0,0,10,0,18,4,0,0,1,1,1,0,1,4,2,51.5,0,97500,0,3127,2727,1558,9954,0.41
3,2,2,3,1,0,1,0,0,3,1,0,0,0,1,1,4,3,12,0,0,0,0,1,2,1,12,12,0,0,0,0,0,0,0,0,0,5,0,0,5,1,0,0,0,1,0,0,0,12,3,1,0,0,0,0,0,1,1,1,85,1,32500,0,2160,1080,1080,4359,0.49
3,1,5,2,1,0,0,0,6,2,0,0,5,0,0,1,4,3,3,0,0,7,0,1,1,1,8,4,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,38.5,0,12,4,1,0,0,0,0,0,2,3,2,13,0,2000,1,866,866,0,4458,0.48
2,1,6,3,1,0,0,0,16,4,0,0,10,0,0,1,3,4,3,1,0,7,3,4,3,4,12,12,2,10,2,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,12,2,1,0,1,0,0,1,2,1,5,23,0,22500,1,2389,1792,956,14708,0.56
6,3,5,3,2,0,1,1,9,3,0,1,7,1,1,1,4,4,7,0,3,16,3,2,2,2,4,12,1,2,0,0,2,1,0,0,1,5,0,1,5,3,0,4,3,0,0,7.5,0,12,4,0,0,1,1,1,1,1,6,2,27,0,2000,1,1528,1128,1128,11317,0.36
1,3,6,3,1,0,1,1,6,2,0,0,7,1,1,1,1,3,12,1,0,3,3,2,2,1,8,8,1,5,0,0,2,1,1,0,0,8,0,1,0,0,0,2,2,0,0,0,1,12,3,0,0,1,1,1,1,1,2,1,55,0,47500,0,4007,2475,619,10442,0.44
2,4,0,1,1,0,0,1,1,3,0,0,3,1,0,1,4,3,3,0,0,0,0,2,3,2,2,2,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,1,2,0,0,5,0,4,2,1,0,0,0,1,1,1,2,2,44.5,0,62500,0,592,0,0,2734,0.39
1,1,5,3,1,1,0,0,1,2,0,1,10,0,1,1,3,4,7,0,0,3,3,3,2,2,4,2,1,1,0,0,2,1,0,0,0,5,1,1,5,1,1,8,1,1,0,16,0,12,4,1,0,0,1,0,2,1,2,3,46,1,37500,0,2970,1522,1522,4984,0.48
3,3,5,3,2,0,1,1,9,4,1,0,7,1,0,2,4,3,12,1,3,16,3,5,2,1,4,8,1,2,0,0,2,0,0,0,1,7,0,1,0,0,0,0,0,1,0,72,1,22,3,0,0,1,1,1,1,1,3,3,29.333333333333332,0,37500,0,2533,1882,699,29694,0.54
3,4,5,1,1,0,0,0,3,3,1,0,7,0,0,1,4,3,22,0,0,7,0,1,1,1,4,2,0,0,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0,0,0,4,2,1,0,1,0,0,0,1,7,3,41,0,22500,1,552,552,552,2142,0.44
8,4,6,3,2,0,1,1,6,2,1,0,7,1,1,1,3,3,7,0,3,3,3,4,3,2,4,4,2,5,2,0,6,1,1,0,0,5,0,1,4,2,0,5,2,0,0,13,1,7,4,0,0,1,1,1,1,1,5,2,45.5,0,37500,0,1664,1264,1011,14481,0.37
6,2,3,4,2,0,0,1,9,3,1,1,5,1,0,1,4,4,12,1,0,3,3,4,2,1,8,12,1,2,0,0,2,1,0,0,1,7,0,1,7,1,1,6,2,0,0,2.5,0,22,3,0,0,1,1,1,1,0,3,3,42.333333333333336,0,32500,0,2042,2042,2042,19334,0.51
1,2,5,3,1,0,0,0,6,1,0,1,5,0,1,1,4,4,2,0,0,1,3,3,2,2,4,1,3,5,2,1,2,1,0,0,0,7,0,0,0,0,0,1,1,0,0,15.5,0,12,3,1,0,1,0,0,1,1,5,2,29.5,0,47500,0,1415,1415,606,2983,0.54
7,3,6,3,2,0,0,0,9,4,1,1,7,0,1,1,3,3,7,1,3,13,3,3,2,2,4,4,1,2,0,0,2,1,0,0,1,7,1,1,7,2,0,4,1,1,0,29,0,12,4,1,0,1,1,0,2,0,2,2,46.5,0,62500,0,1916,1916,1916,17854,0.54
2,3,5,3,3,1,1,0,3,2,1,0,7,0,1,1,4,3,7,1,5,7,3,2,1,1,2,2,1,8,0,0,2,1,0,0,1,7,0,0,8,2,0,3,3,1,0,23.5,0,22,4,1,0,0,0,0,0,1,7,2,62,1,77500,0,3960,2469,2204,8243,0.63
1,1,5,2,1,0,1,0,6,3,1,1,10,0,1,1,3,4,7,1,8,7,2,4,2,1,8,8,2,1,1,0,2,0,1,0,1,6,0,1,0,0,0,5,3,1,0,21,1,18,3,0,0,1,1,0,1,0,4,4,29.5,0,37500,0,3935,2181,0,17095,0.54
2,3,3,2,1,0,0,0,1,1,0,0,18,0,0,1,4,2,22,0,0,0,0,2,3,2,4,8,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,0,12,2,0,0,0,0,0,1,1,3,3,24.333333333333332,0,12500,1,312,0,0,9847,0.39
6,3,5,4,2,2,1,1,16,2,1,0,7,1,1,1,4,5,12,0,5,7,3,3,3,2,4,8,2,8,1,0,6,1,0,0,1,9,1,0,8,2,0,6,1,0,0,49.5,1,18,4,1,0,1,0,1,2,1,6,4,33,0,110000,0,3871,2080,1849,6762,0.55
6,2,5,5,3,1,1,1,6,3,1,0,5,1,1,3,3,5,12,1,3,7,2,3,2,3,4,8,2,2,1,0,2,1,0,0,0,9,1,0,9,3,1,1,3,0,0,31.5,1,2,3,1,0,1,0,1,1,1,6,3,43.666666666666664,0,110000,0,3206,2967,2567,15059,0.55
2,3,2,3,1,0,0,0,3,1,1,0,5,0,1,1,4,3,12,0,0,3,3,2,2,1,2,12,1,1,0,0,0,1,0,0,1,5,0,0,5,3,0,3,3,0,0,15,0,22,2,1,0,0,0,0,1,1,5,2,52,0,52500,0,2880,1440,1440,10936,0.55
8,1,5,2,1,1,1,1,1,2,1,0,10,1,1,1,1,2,3,1,3,3,3,3,2,2,12,12,1,5,0,0,2,1,0,0,0,3,0,1,3,3,1,3,1,0,0,33,0,7,3,0,0,1,1,1,0,1,1,2,78,1,52500,0,1441,1041,1041,12819,0.44
1,2,5,3,1,0,0,0,0,4,1,1,18,1,0,1,4,3,7,0,0,0,0,1,3,2,4,8,2,10,10,0,0,1,0,1,1,6,1,0,0,0,0,0,0,0,0,10.5,0,18,2,1,0,0,0,1,1,1,5,4,17,0,42500,0,2304,1728,0,4217,0.52
1,1,0,3,1,0,0,1,1,1,0,1,1,1,0,1,3,4,3,0,1,3,3,1,2,2,2,2,1,2,0,0,0,1,0,0,1,6,0,1,0,0,0,4,3,1,0,23.5,0,12,3,0,0,0,1,1,1,1,6,1,31,0,130000,0,1296,1296,216,2611,0.71
4,2,4,3,1,0,0,1,9,4,1,0,7,1,1,1,4,4,3,0,5,7,3,4,3,2,12,12,1,1,0,0,10,0,0,0,0,4,1,0,0,0,0,2,0,0,0,55.5,0,18,3,1,0,1,0,1,1,1,3,3,30.333333333333332,0,57500,0,1440,1440,1080,13649,0.6
7,3,5,3,2,1,1,0,6,2,1,0,7,0,1,1,3,4,7,1,5,7,2,2,2,1,4,8,1,2,0,0,2,1,0,0,0,5,0,0,5,3,1,0,0,0,0,5,1,12,3,1,0,1,0,0,1,1,5,5,14.8,0,82500,0,3408,1984,1984,7079,0.61
1,2,5,2,1,0,0,1,0,1,0,1,5,1,1,1,4,3,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,2.5,0,18,4,1,0,1,0,1,1,1,5,1,64,0,52500,0,1797,766,0,4703,0.49
4,3,5,3,1,0,0,0,9,3,1,0,10,0,1,1,4,4,3,1,1,16,3,2,1,1,4,4,1,1,0,0,2,1,1,0,0,5,0,1,5,3,1,0,0,1,0,2.5,0,22,4,0,0,1,1,0,0,1,4,2,61.5,1,62500,0,2184,2184,2184,18828,0.47
1,2,6,3,1,1,0,0,3,0,0,1,10,0,0,1,4,3,3,0,5,3,3,2,3,2,2,1,3,8,1,1,2,1,0,0,1,7,0,0,7,1,1,0,0,1,0,15,0,18,3,1,0,1,0,0,1,1,8,2,59,1,47500,0,2558,1919,1919,3989,0.56
5,3,2,3,2,0,0,0,1,4,1,0,18,0,1,1,4,4,7,0,0,1,2,3,3,3,4,4,1,2,0,0,2,1,0,0,1,6,0,0,5,1,1,0,0,1,0,29,0,7,3,1,0,1,0,0,1,4,3,6,34.333333333333336,1,27500,1,1400,1050,583,7196,0.55
4,1,5,3,1,1,1,1,9,1,0,0,7,1,0,1,3,5,7,0,0,3,3,1,2,1,1,1,1,2,0,0,0,1,1,0,1,6,0,1,6,1,1,4,3,1,0,10.5,1,7,2,0,0,1,1,1,0,1,4,1,51,0,2000,1,1887,1487,1487,6425,0.38
1,5,5,3,2,0,0,0,16,4,0,1,10,0,1,3,4,3,2,1,0,3,3,4,3,4,1,4,1,1,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,1,0,2.5,0,18,2,1,0,0,0,0,0,6,2,5,16.6,0,22500,1,2820,2820,0,9752,0.53
2,4,5,3,1,0,0,0,6,4,0,1,1,0,0,2,3,4,12,0,0,3,2,4,3,4,2,8,2,8,5,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,0,21,0,12,3,1,0,0,0,0,2,1,5,5,32,0,27500,1,1628,1628,0,7423,0.33
7,3,6,5,2,1,1,1,16,3,1,0,10,1,1,2,4,4,7,0,8,13,3,3,3,2,4,8,3,2,10,1,6,1,0,0,0,8,0,0,8,3,1,5,3,0,0,39,0,12,3,1,0,0,0,1,1,1,3,5,18.6,0,110000,0,2560,2160,2160,12304,0.42
7,2,5,3,3,0,1,0,6,4,0,0,10,0,1,1,4,4,3,1,1,3,3,4,3,2,12,12,0,0,0,0,2,0,1,0,0,5,1,0,3,1,0,1,0,0,0,29,0,7,4,0,0,0,0,0,0,1,2,2,76,1,42500,0,6496,2934,3944,6964,0.59
6,3,0,2,2,0,0,0,1,2,0,1,10,0,1,1,4,3,17,0,1,13,3,3,2,2,12,12,1,5,0,0,2,1,0,0,1,4,0,0,4,1,0,0,0,0,0,23.5,1,4,2,1,0,0,0,0,1,1,2,5,20.2,0,47500,0,1230,1230,1230,7161,0.51
1,3,6,4,2,0,0,0,6,2,1,0,10,0,1,2,3,3,12,2,2,13,3,5,2,1,4,4,2,1,1,0,2,0,1,0,0,6,0,0,6,1,0,0,0,0,0,23.5,0,12,4,0,0,0,0,0,0,1,3,2,68,1,37500,0,4592,2101,2064,10566,0.56
6,3,5,2,1,1,1,0,1,2,1,1,5,0,0,1,4,3,12,0,5,3,3,2,3,4,2,2,1,2,0,0,2,1,0,0,1,6,1,0,6,2,0,2,2,0,0,28.5,1,7,4,1,0,1,0,0,1,4,3,2,26,0,67500,0,1660,1081,1081,4353,0.61
4,1,5,5,3,0,1,1,16,4,1,0,10,1,1,2,4,4,22,1,3,13,3,7,2,1,8,4,4,5,2,1,0,1,0,1,1,10,0,1,10,2,1,6,1,0,0,21,1,18,2,0,0,1,1,1,0,2,5,5,45.8,1,130000,0,2484,2084,2084,32227,0.49
5,3,1,4,3,1,1,0,9,3,0,1,5,1,0,2,3,4,3,0,8,7,3,4,3,2,2,4,2,2,2,0,6,1,0,0,1,8,0,0,7,3,1,0,0,1,0,125,1,18,4,1,0,0,0,1,1,1,7,5,23.4,0,130000,0,7800,4900,4288,22389,0.59
7,2,3,4,2,0,0,0,9,3,0,0,7,0,1,2,3,4,3,0,1,1,3,2,3,4,8,8,1,2,0,0,2,1,0,0,0,4,0,0,4,1,1,8,2,0,0,56,0,30,4,0,0,1,0,1,0,1,2,1,81,1,3750,1,2922,1461,1461,5903,0.47
7,1,5,3,2,0,0,1,6,2,1,0,5,1,1,1,4,3,7,0,2,7,3,2,2,1,1,2,1,2,0,0,0,1,0,0,0,7,0,1,7,3,0,4,1,0,0,10.5,0,30,4,0,0,1,1,1,1,1,2,2,31,0,82500,0,1500,1500,1500,11332,0.36
5,4,5,2,1,1,1,1,6,4,1,1,10,1,0,1,4,3,7,0,3,3,3,2,2,2,4,4,1,1,0,0,2,1,0,0,0,2,0,1,0,0,0,0,0,1,0,15.5,1,30,3,0,0,1,1,1,0,1,3,1,66,1,22500,0,1776,688,0,6083,0.39
5,1,0,1,1,0,0,1,0,0,0,0,7,1,0,1,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,1,0,1,2,1,75,1,6250,1,517,517,172,2812,0.52
8,3,5,4,3,0,1,1,16,3,0,1,10,1,0,1,4,3,7,0,3,7,3,4,3,3,4,12,1,8,0,0,2,1,0,0,1,8,0,1,8,1,0,1,3,0,0,29,0,22,3,0,0,1,1,1,1,2,4,4,20.5,0,72500,0,4032,3632,3632,21688,0.45
6,3,6,3,2,1,1,1,9,3,0,0,7,1,1,1,5,4,12,1,5,7,3,2,2,1,2,2,1,1,0,0,2,1,1,0,0,7,0,0,0,0,0,8,1,1,0,5,0,12,3,0,0,0,0,1,0,1,5,2,63.5,1,42500,0,2688,2216,0,8136,0.51
6,3,5,4,2,1,0,1,9,3,1,0,7,0,1,1,4,3,12,1,3,3,3,2,3,2,1,1,2,10,2,0,6,1,0,0,0,7,0,0,7,1,1,2,2,0,0,5,0,22,3,1,0,0,0,1,0,1,6,5,28.4,0,62500,0,3031,3031,3031,18832,0.39
3,1,0,0,1,0,0,1,16,0,0,0,10,1,0,1,4,4,2,0,0,0,0,1,1,1,4,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,0,5,0,4,3,0,0,1,1,1,0,2,3,1,49,0,3750,1,505,505,505,7350,0.46
3,1,6,3,1,0,0,0,16,1,0,0,10,0,1,1,4,3,7,1,0,3,3,2,1,1,2,2,0,0,0,0,0,0,0,0,0,6,0,0,6,3,0,1,0,1,0,13,0,12,2,1,0,0,0,0,0,2,2,2,69.5,1,12500,1,975,975,975,10191,0.37
2,3,6,3,2,1,0,1,6,3,0,1,5,1,1,2,3,4,17,0,3,7,3,4,2,2,4,4,2,10,1,0,2,1,0,0,1,9,0,0,4,1,1,0,0,1,0,36.5,0,18,3,1,0,0,0,1,1,1,5,4,36.25,0,130000,0,3744,2496,1387,8824,0.54
5,1,5,3,3,0,1,0,9,1,0,0,7,0,0,2,3,5,7,0,5,7,3,3,3,2,4,4,4,5,2,2,6,1,0,0,0,7,0,0,7,3,1,7,3,1,0,15.5,0,7,3,1,0,0,0,0,1,1,2,4,35.75,1,67500,0,2196,1796,1796,14757,0.53
1,3,6,3,1,1,0,0,6,1,1,0,7,0,0,2,3,5,2,1,5,13,2,4,2,1,1,8,3,5,1,1,10,1,0,0,1,6,0,1,6,1,1,4,3,1,0,7.5,0,18,3,0,0,0,1,0,1,1,3,2,46.5,0,27500,0,1840,1840,1840,17791,0.58
1,3,5,2,1,0,0,0,6,2,1,1,7,0,0,1,1,3,3,1,0,1,3,3,1,1,2,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,2,3,1,0,10.5,0,12,2,1,0,0,1,0,0,2,1,1,85,1,12500,1,2422,1163,233,3323,0.66
4,4,5,3,2,0,1,0,6,3,0,1,5,0,1,1,4,4,7,0,3,3,2,2,3,2,2,2,1,2,0,0,0,1,0,0,1,4,0,0,4,1,1,3,1,1,0,21,1,7,3,1,0,1,0,0,1,1,3,2,57,0,130000,0,2045,1436,1436,8232,0.44
1,3,5,3,1,0,0,0,9,4,0,0,7,0,0,1,4,4,2,0,0,3,3,2,2,2,2,2,1,8,0,0,2,1,0,0,0,6,0,0,0,0,0,1,1,0,0,18,1,12,4,1,0,0,0,0,0,1,2,2,27,0,42500,0,1853,1235,412,1886,0.53
5,4,5,4,2,0,1,1,9,4,1,0,7,1,1,1,3,4,7,1,5,7,3,6,3,2,8,12,3,8,10,1,0,1,0,0,0,8,0,1,8,3,1,7,3,0,0,177,0,18,3,0,0,1,1,1,1,1,3,5,22.8,0,67500,0,2916,2516,2516,25127,0.38
6,2,5,2,1,0,0,1,6,2,0,0,5,1,1,1,3,3,7,0,0,0,0,1,2,1,4,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,21,0,7,3,0,0,1,1,1,0,2,2,2,62.5,0,27500,0,840,840,210,10324,0.38
4,3,6,2,1,0,0,0,16,2,1,0,5,0,0,1,3,3,7,0,3,3,2,1,3,2,2,2,1,2,0,0,2,1,0,0,1,3,0,0,0,0,0,3,2,0,0,55.5,0,0,3,1,0,0,0,0,1,1,8,1,62,1,110000,0,955,955,637,5149,0.57
3,7,6,3,2,0,1,1,9,2,0,1,7,1,1,2,3,4,3,0,3,3,3,4,3,2,4,4,1,2,0,0,2,1,1,0,0,6,0,1,6,3,0,4,2,1,0,36.5,0,7,4,0,0,1,1,1,1,1,2,2,39.5,0,97500,0,2722,2472,2472,18447,0.42
5,2,0,2,2,0,0,1,1,2,0,1,7,1,1,2,4,4,7,0,2,3,3,2,2,1,2,8,2,2,5,0,0,1,0,0,0,5,0,1,5,1,1,3,3,0,0,0,1,4,2,0,0,1,1,1,1,1,2,2,60,0,52500,0,413,413,413,14960,0.53
