YEARMADERANGE,WALLTYPE,ROOFTYPE,BEDROOMS,NCOMBATH,NHAFBATH,PRKGPLC1,STOVENFUEL,OVENUSE,AMTMICRO,DEFROST,TOASTER,NUMMEAL,FUELFOOD,COFFEE,NUMFRIG,TYPERFR1,SIZRFRI1,AGERFRI1,NUMFREEZ,DWASHUSE,WASHLOAD,DRYRUSE,TVCOLOR,TVSIZE1,TVTYPE1,TVONWD1,TVONWE1,NUMPC,TIMEON1,TIMEON2,TIMEON3,INTERNET,WELLPUMP,AQUARIUM,STEREO,BATTOOLS,HEATROOM,MOISTURE,FUELH2O,ACROOMS,USECENAC,PROTHERMAC,NUMCFAN,USECFAN,TREESHAD,RECBATH,LIGHTS,SLDDRS,WINDOWS,ADQINSUL,USENG,USESOLAR,ELWARM,ELWATER,ELFOOD,EMPLOYHH,Householder_Race,EDUCATION,NHSLDMEM,MEANAGE,RETIREPY,MONEYPY,POVERTY150,TOTSQFT,TOTHSQFT,TOTCSQFT,KWH,WSF
2,3,6,4,3,1,1,1,9,4,1,0,7,1,1,2,3,4,17,1,8,7,3,5,3,3,4,8,2,2,2,0,1,0,0,1,6,6,0,0,6,2,1,5,3,1,1,18,1,22,4,1,0,1,0,1,1,1,4,3,37.33333333,0,97500,0,4256,2992,3856,19001,0.58
2,4,1,5,3,0,1,0,6,3,1,1,7,1,1,1,4,4,17,0,0,13,3,4,2,1,8,12,4,10,10,10,1,0,0,0,2,9,0,0,0,0,0,0,0,1,0,107,1,7,3,1,0,1,0,1,0,1,6,5,45.4,1,77500,0,2700,2300,0,2565,0.4
5,1,5,5,2,1,1,1,9,3,0,0,7,1,0,1,3,3,7,1,3,7,2,2,3,2,2,2,2,2,2,0,1,0,0,0,2,9,0,0,9,3,1,3,2,1,0,48.5,1,12,4,1,0,0,0,1,1,1,5,2,58,0,77500,0,2280,1880,1880,10030,0.56
2,1,1,3,3,1,1,1,1,3,1,1,10,1,1,2,5,5,12,0,2,1,3,2,2,1,1,1,0,0,0,0,0,0,0,1,0,8,0,0,8,1,1,1,0,1,0,5,0,22,4,1,0,1,0,1,0,1,3,1,84,1,47500,0,4828,2014,2014,10724,0.49
6,1,0,2,2,0,0,1,3,2,1,1,5,1,0,1,4,2,12,0,2,7,3,3,3,1,2,1,2,1,5,0,1,0,0,0,2,4,0,0,4,3,0,3,2,0,0,50.5,0,22,4,1,0,0,0,1,1,1,5,2,23,0,17500,1,1205,1205,1205,5884,0.41
2,3,6,3,2,0,1,0,6,0,0,0,18,0,1,2,4,3,12,0,3,7,3,1,2,1,4,4,2,2,2,0,1,0,0,1,2,6,0,0,6,1,1,0,0,1,0,10,0,12,4,1,0,0,0,0,1,1,3,2,59,0,130000,0,1628,690,690,9972,0.54
4,3,6,2,1,0,0,1,3,2,1,0,7,1,1,1,5,4,7,0,2,3,3,4,3,1,4,12,1,1,0,0,1,0,0,0,2,2,0,1,4,1,1,3,2,0,0,24,1,4,3,0,0,1,1,1,1,1,2,2,53.5,0,17500,1,750,375,750,11661,0.61
4,3,1,4,2,1,1,0,9,3,0,1,5,0,0,1,3,4,7,1,0,3,3,3,2,1,4,2,1,8,0,0,1,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,12,3,1,0,1,1,0,1,4,5,3,66,1,52500,0,2292,1656,0,7211,0.46
7,1,0,2,1,1,0,1,6,2,1,0,3,1,1,1,4,3,7,0,0,0,0,2,2,1,2,2,0,0,0,0,0,0,0,0,2,4,0,0,4,3,0,0,0,0,0,21,0,18,3,0,0,0,0,1,0,1,3,1,84,1,32500,0,1040,1040,1040,3389,0.55
4,3,6,2,1,0,0,0,9,3,0,1,10,0,1,1,4,3,7,0,0,3,3,3,2,1,4,4,1,2,0,0,1,0,0,0,6,5,0,1,5,1,0,2,1,1,0,0,0,12,2,0,0,0,1,1,1,1,4,2,51,0,47500,0,1037,1037,1037,6198,0.49
5,4,1,2,1,1,1,0,6,3,1,1,5,0,0,1,5,3,7,0,1,1,3,2,3,2,4,4,1,8,0,0,1,0,0,1,0,4,0,0,4,3,1,2,2,0,0,45,1,4,3,1,0,0,0,0,1,4,5,1,32,0,37500,0,1323,923,923,7349,0.39
2,1,5,5,2,0,0,1,6,3,0,0,5,1,1,1,3,4,7,1,0,3,3,1,2,2,4,8,1,2,0,0,1,0,0,1,2,7,0,0,7,3,1,4,3,1,0,45,0,12,2,1,0,0,0,1,0,1,2,2,60,1,22500,0,960,960,960,17102,0.38
3,1,5,3,1,0,1,0,6,2,0,1,7,0,1,1,3,3,17,0,3,3,3,2,2,3,12,12,1,10,0,0,1,0,0,0,2,4,1,0,0,0,0,4,1,0,0,2.5,0,12,3,1,0,0,0,0,0,1,3,2,59.5,1,32500,0,1940,1520,170,5647,0.56
2,1,6,5,3,1,1,0,6,2,0,0,7,0,1,1,3,4,12,0,3,3,3,4,2,2,8,8,2,10,1,0,1,0,0,1,0,7,0,0,7,2,1,1,1,1,0,13,0,30,4,1,0,1,0,0,1,1,5,2,47.5,0,130000,0,4320,3218,3218,14431,0.51
4,1,5,3,2,0,1,0,6,2,1,1,10,1,1,1,4,4,3,1,5,7,2,2,2,2,4,8,0,0,0,0,0,1,0,0,2,6,0,1,6,2,0,0,0,1,0,42,1,12,4,0,0,0,1,1,2,1,2,2,70.5,1,37500,0,3584,3184,1728,764,0.54
4,1,0,1,1,0,0,0,9,3,0,0,7,0,1,1,4,3,7,0,0,0,0,2,3,2,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,10.5,1,4,3,1,0,0,0,0,0,1,1,1,85,1,8750,1,375,125,375,2729,0.5
1,3,6,4,2,0,0,0,6,2,1,1,7,0,0,1,1,3,2,1,1,3,2,3,3,1,2,1,1,1,0,0,1,0,0,0,0,7,1,0,0,0,0,6,1,0,0,7.5,0,30,4,1,0,1,0,0,0,1,3,2,43,1,47500,0,3729,2486,0,5784,0.58
1,2,6,2,1,0,0,0,6,2,0,0,10,0,1,1,4,4,7,0,1,0,0,2,2,1,12,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,1,0,5,0,12,3,1,0,1,0,0,0,2,2,2,71.5,1,2000,1,1232,748,88,3579,0.53
1,1,5,3,1,0,0,1,9,2,1,0,7,1,1,2,4,2,7,1,0,13,3,2,2,1,12,12,1,1,0,0,1,0,0,1,2,6,0,0,6,3,1,4,3,1,0,48.5,0,12,4,1,0,0,0,1,0,1,4,2,56,0,62500,0,3056,955,955,10001,0.54
1,3,6,2,2,0,0,0,1,1,0,1,7,1,0,1,4,3,7,0,1,3,3,2,2,1,2,2,1,2,0,0,1,0,0,0,2,4,0,0,0,0,0,1,0,1,0,7.5,1,7,2,1,0,0,0,1,1,1,3,1,59,0,47500,0,1612,1290,0,4397,0.6
4,3,5,1,1,0,1,1,6,2,1,0,7,1,1,1,1,3,7,0,0,3,3,2,2,2,4,4,3,2,2,1,1,0,0,0,2,4,1,1,0,0,0,1,1,0,0,7.5,0,7,4,0,0,1,1,1,0,3,2,2,58.5,1,67500,0,2220,1570,0,13995,0.62
2,1,5,3,2,0,0,0,9,2,0,1,7,0,1,2,3,4,3,0,3,7,3,7,3,3,4,8,2,10,2,0,1,0,0,0,6,7,1,0,6,3,0,8,3,0,0,39.5,1,12,3,1,0,0,0,0,1,1,6,4,21.25,0,92500,0,3502,3502,1833,11802,0.51
6,1,5,2,2,0,0,1,9,2,0,0,7,1,0,1,4,4,17,1,1,3,3,2,2,1,8,12,1,8,0,0,1,0,1,0,0,5,0,1,5,3,0,2,1,0,0,13,0,4,3,0,0,1,1,1,0,1,4,2,33.5,0,27500,0,1144,1144,1144,12503,0.53
5,1,0,2,1,1,0,1,9,4,1,0,7,1,0,1,4,3,7,0,8,1,3,3,3,3,8,8,3,10,10,1,1,0,0,1,2,3,0,1,1,2,1,0,0,0,0,10.5,1,7,3,0,0,1,1,1,0,2,3,2,21.5,0,2000,1,1132,1132,377,15753,0.49
3,2,5,3,2,0,1,1,3,2,0,0,7,1,0,2,0,3,17,1,3,3,3,1,2,2,12,12,1,1,0,0,1,1,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,12,2,1,0,1,1,1,0,1,2,1,81,1,57500,0,1520,1120,0,8913,0.54
4,1,0,2,1,0,0,1,3,1,0,0,7,1,0,1,4,4,12,0,0,3,3,2,2,1,2,1,3,5,5,1,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,15.5,0,12,3,1,0,0,1,1,0,2,3,3,28.33333333,0,8750,1,928,928,0,3522,0.66
1,2,5,5,1,1,1,1,16,2,0,1,7,1,0,4,4,4,12,1,8,16,3,10,2,1,4,4,3,10,10,10,1,0,0,0,6,8,0,0,0,0,0,7,2,0,0,84,0,22,3,0,0,1,0,1,2,1,2,5,28.6,0,97500,0,2828,1131,424,26177,0.59
7,1,5,5,3,1,1,1,1,2,1,0,5,1,1,2,3,4,7,0,3,3,3,4,3,2,8,4,1,2,0,0,1,0,0,0,2,9,0,1,9,3,1,7,1,0,0,2.5,0,22,4,1,0,1,1,1,0,1,2,2,68,1,2000,1,2680,2280,2280,19227,0.39
3,1,5,3,1,1,1,0,3,2,1,0,5,1,0,1,4,3,3,1,3,3,3,1,3,2,4,4,1,2,0,0,1,0,0,0,0,5,0,0,5,3,1,4,2,0,0,31.5,0,7,3,1,0,0,0,1,1,1,5,2,16.5,0,92500,0,3082,2682,2682,11715,0.56
3,2,5,4,2,1,1,1,3,3,0,0,7,1,1,1,1,2,12,0,1,1,3,1,1,1,1,1,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,4,1,1,0,21,1,22,3,1,0,0,0,1,2,1,6,2,69,0,27500,0,5850,3900,0,2163,0.62
5,4,6,2,2,0,1,0,6,2,1,1,7,0,0,2,3,4,7,0,5,7,3,2,3,3,4,4,2,10,10,0,1,1,0,1,6,7,0,0,0,0,0,2,3,1,0,67.5,0,18,2,1,0,1,0,1,2,1,6,2,60,1,130000,0,3987,3987,1603,19268,0.49
5,1,2,2,1,1,1,1,6,1,0,0,7,1,1,2,3,4,2,0,3,7,2,3,3,2,4,8,2,5,1,0,0,0,0,0,2,7,0,1,6,3,1,4,3,0,0,5,1,7,4,0,0,1,1,1,0,1,2,2,66.5,1,47500,0,1980,1580,1354,18605,0.44
5,1,5,5,3,1,1,1,6,2,1,1,7,1,1,3,3,4,3,1,8,7,3,3,3,4,2,4,0,0,0,0,0,1,0,1,2,9,0,0,9,3,0,5,3,1,0,117.5,0,30,3,0,0,0,0,1,1,1,5,4,24.5,0,130000,0,4550,4150,4150,15613,0.47
7,4,1,3,2,1,1,0,3,4,1,1,5,0,1,1,3,4,7,0,2,1,2,1,3,2,2,4,1,2,0,0,1,0,1,0,2,4,0,0,4,1,1,1,1,1,0,21,0,12,4,1,0,0,0,0,1,4,6,1,38,0,110000,0,1450,700,700,3334,0.35
4,0,6,3,1,1,1,0,16,1,1,1,7,0,1,1,3,3,2,0,3,7,3,2,2,2,4,4,3,2,2,1,1,0,0,1,0,5,0,0,0,0,0,5,3,1,0,21,1,12,4,1,0,0,0,0,0,1,5,4,36.25,0,92500,0,1664,1414,283,4697,0.52
6,1,5,3,2,0,1,0,9,2,1,0,10,0,1,1,3,4,3,0,3,3,3,2,3,2,4,8,2,10,5,0,1,0,0,1,2,7,0,0,7,3,1,4,3,0,0,23.5,0,12,4,1,0,0,0,0,1,1,3,4,19.75,0,62500,0,2322,1922,1922,6754,0.4
7,3,6,3,2,1,1,1,9,2,0,1,7,1,0,1,3,3,12,1,8,7,3,4,2,2,4,8,1,2,0,0,1,1,0,1,6,8,1,1,7,1,1,2,0,1,0,2.5,1,22,4,0,0,0,1,1,1,1,2,3,34.66666667,0,67500,0,8135,7735,4745,11042,0.53
2,1,5,3,1,0,0,0,9,4,1,0,7,0,1,1,4,4,7,1,0,7,3,2,2,1,4,8,1,2,0,0,1,0,0,0,0,6,0,0,6,3,0,6,2,0,0,2.5,0,12,3,1,0,0,0,0,2,1,1,2,64,1,32500,0,1352,1352,1352,7612,0.48
5,2,5,3,2,1,1,1,16,4,1,1,7,1,0,1,3,5,2,0,3,3,2,2,2,1,4,8,2,10,2,0,1,0,0,0,2,3,0,1,0,0,0,1,1,1,0,24,1,7,3,0,0,1,1,1,1,4,5,3,57,0,77500,0,1340,654,0,5810,0.48
3,4,1,4,2,0,1,0,6,3,0,1,5,1,1,1,1,3,7,0,5,13,3,2,3,4,8,8,0,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0,0,0,0,18.5,1,12,4,1,0,0,0,1,2,1,3,2,58,0,17500,1,2227,1695,0,5657,0.51
1,4,5,3,1,1,0,0,6,2,0,0,5,0,1,1,3,3,3,0,0,0,0,1,2,1,2,8,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,1,1,0,36.5,0,7,4,1,1,0,0,0,1,2,1,5,46.6,0,12500,1,3168,1620,324,5542,0.59
1,1,0,1,1,0,0,0,1,2,0,0,5,1,1,1,4,3,7,0,0,0,0,1,2,1,2,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,5,0,12,3,1,0,0,1,1,1,1,2,1,33,0,17500,0,1056,1056,528,1288,0.6
2,4,2,5,4,0,1,0,9,2,0,0,5,1,1,2,3,4,7,0,1,13,2,8,3,2,2,2,2,5,5,0,1,0,0,0,2,0,0,0,0,0,0,3,2,1,0,31.5,1,22,3,1,0,0,1,1,0,1,5,5,27.2,0,130000,0,4132,0,0,12543,0.45
6,3,6,2,2,1,1,0,6,4,0,0,7,0,1,2,3,5,12,1,8,7,3,3,2,1,2,2,1,1,0,0,1,0,0,1,6,8,1,0,8,1,1,3,3,0,0,21,0,22,4,1,0,1,0,0,1,1,2,2,65,1,97500,0,1696,1696,1296,11089,0.52
7,1,3,3,2,0,1,1,28,1,0,1,18,1,0,2,3,4,7,0,2,7,3,1,3,1,4,4,1,1,0,0,1,1,0,0,0,7,0,1,7,3,1,4,1,0,0,22.5,1,12,3,0,0,1,1,1,0,4,5,6,42.83333333,0,52500,0,2647,2247,2247,20018,0.34
1,1,6,4,1,2,0,0,0,1,0,0,1,0,0,1,3,3,17,0,0,1,3,2,3,3,2,2,0,0,0,0,0,0,0,1,2,5,0,0,0,0,0,4,0,0,0,0,0,7,4,1,0,0,0,0,1,1,1,1,45,0,37500,0,2409,1291,516,5405,0.55
5,1,3,3,2,1,1,1,3,3,0,0,10,1,1,1,4,3,7,0,3,7,3,2,3,2,8,4,3,10,2,1,1,0,0,0,0,5,1,1,5,1,1,6,3,0,0,178,1,12,4,0,0,1,1,1,1,1,4,3,26.33333333,0,52500,0,1815,1565,1565,17557,0.43
4,1,0,1,1,0,0,1,6,2,0,0,7,1,0,1,4,2,7,0,0,0,0,1,1,1,4,4,0,0,0,0,0,0,0,1,0,3,0,0,3,1,0,1,1,0,0,21,1,4,3,1,0,1,0,1,1,1,1,1,52,0,22500,0,577,577,577,1687,0.49
6,1,5,4,2,1,1,1,6,2,1,0,7,1,1,1,3,5,7,0,3,3,3,8,3,3,4,4,9,10,2,10,1,0,0,1,2,8,0,1,8,3,1,5,3,1,0,43.5,0,22,4,0,0,1,1,1,1,2,5,5,24.2,0,92500,0,3182,2782,2782,31863,0.47
1,3,6,5,1,0,0,1,6,2,1,0,5,1,0,1,5,3,7,1,1,3,3,1,2,2,8,4,1,5,0,0,1,1,0,0,2,5,1,1,0,0,0,1,1,0,0,22.5,0,12,3,0,0,0,1,1,0,1,1,3,61,1,22500,1,4200,1556,622,17001,0.51
2,3,5,2,1,0,0,1,3,3,0,1,5,1,1,1,4,3,7,0,0,0,0,2,2,1,2,4,1,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,2.5,0,12,2,0,0,0,1,1,1,1,2,1,44,0,27500,0,1177,1177,0,3925,0.58
5,2,0,1,1,0,0,1,1,3,0,1,7,1,0,1,4,3,12,0,0,0,0,1,2,1,4,4,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,16,0,4,4,1,0,1,0,1,0,1,5,1,85,1,12500,1,544,363,0,2658,0.5
5,4,0,1,1,0,0,1,0,2,0,0,5,1,0,1,1,3,3,0,1,3,3,2,3,3,2,4,1,2,0,0,1,0,0,0,0,0,0,1,3,3,0,1,3,1,0,5,1,4,3,0,0,0,1,1,1,1,4,1,30,0,12500,1,910,0,910,10056,0.36
5,3,3,2,2,0,0,1,1,4,0,1,5,1,1,1,4,3,3,0,0,1,0,2,2,2,4,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,5,0,7,4,0,0,0,1,1,0,1,3,2,73.5,0,32500,0,794,0,397,8365,0.32
1,3,6,4,2,1,1,1,6,2,1,0,10,1,1,2,5,5,7,1,8,13,3,2,2,2,12,12,0,0,0,0,0,0,0,0,2,8,1,0,0,0,0,1,1,0,0,24,1,22,4,1,0,1,0,1,0,1,5,2,79.5,1,47500,0,4716,2984,1119,10833,0.55
8,1,0,0,1,0,0,1,1,4,1,0,5,1,0,1,4,3,2,0,0,0,0,1,1,1,12,12,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,4,0,1,1,0,1,0,2,1,1,40,0,2000,1,146,146,146,6080,0.55
5,3,6,3,2,0,1,1,3,2,0,1,3,1,1,1,4,3,12,1,1,3,3,4,2,2,2,2,1,2,0,0,1,1,0,1,6,6,0,1,6,1,1,8,1,0,0,2.5,0,18,3,0,0,1,1,1,0,1,2,1,81,1,32500,0,1971,1721,1721,10475,0.46
7,3,6,3,3,0,1,1,1,4,1,0,5,1,0,2,3,5,7,0,5,3,3,6,3,2,4,4,4,5,5,1,1,0,0,0,2,6,1,0,7,1,1,6,3,0,0,39.5,1,12,4,1,0,0,0,1,1,1,5,3,32.66666667,0,130000,0,4169,3155,1433,15502,0.49
3,1,6,5,2,1,1,1,28,3,0,0,10,1,0,2,3,3,7,0,0,3,1,1,3,1,2,2,1,10,0,0,0,1,0,0,2,10,0,0,0,0,0,0,0,1,0,5,1,12,3,0,0,0,0,1,2,1,5,3,58,1,27500,0,2755,2355,0,7401,0.59
5,1,5,3,2,0,1,1,9,2,0,0,7,1,1,1,4,3,7,0,3,3,3,2,2,1,2,4,1,1,0,0,1,0,0,1,2,6,0,1,6,3,1,4,3,0,0,70,0,7,3,0,0,1,1,1,1,1,5,3,22.33333333,0,72500,0,1880,1480,1480,16735,0.52
1,2,5,2,2,0,0,0,3,2,0,0,1,0,1,2,3,3,2,1,3,0,0,2,1,4,2,4,0,0,0,0,0,0,0,0,2,4,0,0,3,3,0,0,0,1,0,28.5,0,12,2,1,0,0,0,0,0,1,2,1,85,1,8750,1,925,740,555,10894,0.37
5,0,5,2,1,1,0,1,1,2,1,0,3,1,1,1,4,4,3,0,1,13,3,2,2,1,8,12,0,0,0,0,0,0,0,0,0,5,0,1,5,3,0,1,3,0,0,67.5,0,4,3,0,0,1,1,1,1,2,5,2,29.5,0,42500,0,1382,1382,1382,23220,0.39
7,4,5,3,2,0,1,1,9,4,0,1,7,1,1,1,3,3,7,0,3,7,3,2,2,1,8,4,1,2,0,0,1,1,0,1,6,8,0,1,8,3,0,5,2,0,0,33.5,1,12,3,0,0,1,1,1,1,1,5,4,18.5,0,42500,0,2271,1871,1871,13015,0.37
7,1,5,4,2,1,1,1,6,2,1,0,7,1,1,1,3,3,3,0,3,13,3,2,2,1,4,4,1,2,0,0,1,0,0,1,2,7,0,1,7,3,0,3,3,0,0,0,0,12,3,0,0,1,1,1,1,1,4,6,25.16666667,0,77500,0,2560,2160,2160,18864,0.42
5,1,0,1,1,0,0,0,6,3,1,0,5,0,1,1,4,4,7,0,0,0,0,2,3,1,4,8,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,22.5,1,2,3,1,0,0,0,0,0,1,1,1,62,1,8750,1,756,756,252,3154,0.59
5,1,0,1,1,0,0,1,0,2,0,0,1,1,0,1,4,3,12,0,1,0,0,2,2,1,4,8,0,0,0,0,0,0,0,0,0,2,0,1,2,1,0,0,0,1,0,2.5,0,12,3,0,0,1,1,1,1,2,4,1,38,0,47500,0,744,372,372,7823,0.41
1,4,5,2,1,0,1,0,6,1,0,1,10,0,1,1,1,3,17,0,1,7,3,1,2,2,4,4,1,5,0,0,1,0,0,1,2,4,0,0,0,0,0,0,0,1,0,36.5,0,12,3,1,0,0,0,1,0,1,5,1,81,1,52500,0,1740,1141,0,3772,0.39
2,3,6,3,3,0,1,1,16,4,0,1,5,1,1,1,1,3,12,0,8,13,3,8,2,1,4,8,8,8,8,5,1,0,0,1,6,11,0,0,6,3,1,1,1,0,0,13,0,18,2,1,0,0,0,1,1,1,5,5,25.6,0,57500,0,3300,2900,813,23563,0.49
7,3,2,4,2,0,0,1,28,2,1,0,7,1,1,1,3,4,7,1,5,7,3,4,3,2,4,8,1,2,0,0,1,0,0,1,2,8,1,1,8,3,1,7,3,1,0,37,0,12,3,0,0,1,1,1,1,1,2,5,30,0,97500,0,2280,2280,2280,25042,0.53
1,3,6,1,1,0,0,0,1,2,1,1,5,0,1,1,4,3,2,0,1,0,0,1,2,2,2,2,1,2,0,0,1,0,0,0,2,4,0,0,0,0,0,3,3,0,0,5,0,12,4,1,0,0,0,0,1,1,6,1,30,0,52500,0,1705,1137,284,3738,0.66
1,2,5,2,1,0,0,0,3,3,0,0,7,0,0,1,4,4,2,0,0,3,2,3,2,1,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,0,2.5,0,7,3,1,0,0,0,0,0,1,2,5,22,0,12500,1,736,736,552,8139,0.51
4,3,5,2,1,0,0,1,1,2,0,0,10,1,1,1,4,4,7,0,0,3,1,1,2,1,2,4,1,2,0,0,1,0,0,0,0,4,0,1,4,1,1,2,2,1,0,21,1,12,3,0,0,1,1,1,0,1,4,2,64,1,37500,0,840,840,840,14697,0.37
7,4,7,6,4,1,1,1,3,2,1,1,10,1,0,3,3,5,7,0,8,3,3,2,3,2,2,8,3,10,10,5,1,0,0,1,0,7,0,1,7,3,1,12,1,0,1,185,1,22,4,0,0,1,1,1,1,4,8,6,41.66666667,0,130000,0,4792,2899,2899,40603,0.41
1,3,5,2,1,0,0,1,6,3,0,0,10,1,1,1,3,3,3,2,0,13,3,1,2,1,2,2,3,2,2,1,1,1,0,1,2,6,0,0,0,0,0,0,0,1,0,21,0,12,3,1,1,0,0,1,1,1,5,5,34.2,0,22500,1,962,962,0,10237,0.62
3,3,0,0,1,0,0,1,0,0,0,0,1,1,0,1,4,3,2,0,0,0,0,1,1,1,8,12,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,1,0,1,0,1,1,5,1,1,62,0,87500,0,309,309,0,5347,0.69
3,1,5,2,1,0,0,0,9,2,0,0,7,0,0,1,3,3,7,0,0,3,3,3,2,2,2,4,1,2,0,0,1,0,0,0,0,5,1,0,6,3,1,3,2,1,0,67.5,0,7,3,1,0,0,0,0,0,2,4,3,13.33333333,0,2000,1,2668,1111,1334,9556,0.53
8,4,1,4,3,1,1,0,9,4,1,0,7,0,1,1,3,4,7,1,8,7,3,3,3,1,4,4,2,5,2,0,1,0,0,1,0,0,0,0,9,3,1,4,3,1,1,10.5,0,30,3,1,0,0,0,1,0,1,2,4,41.5,0,130000,0,2880,0,2480,39340,0.38
3,1,5,3,1,1,0,0,16,2,0,1,5,0,1,1,3,5,2,0,0,7,3,2,2,3,8,8,2,2,1,0,1,0,0,0,2,7,0,0,7,2,0,4,3,1,0,33,1,12,2,1,0,0,0,0,1,1,2,4,13,0,42500,0,1644,1644,1644,11810,0.47
6,3,0,1,1,0,0,1,6,2,1,0,5,1,0,1,4,4,7,0,0,0,0,2,3,2,4,4,1,1,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,13,1,4,3,0,0,1,0,1,1,1,4,1,38,0,57500,0,693,693,0,2079,0.54
6,4,0,1,1,0,0,0,0,1,0,0,7,0,0,1,4,3,3,0,0,0,0,2,1,1,2,4,0,0,0,0,0,0,1,1,0,0,0,1,3,1,0,0,0,0,0,10.5,1,2,4,1,0,0,1,0,1,2,2,2,34,0,27500,0,389,0,389,8717,0.38
5,4,5,3,4,1,1,0,3,4,0,1,5,0,0,2,3,4,7,0,5,3,3,2,3,2,2,2,3,10,5,5,1,0,0,1,2,7,1,0,7,3,1,0,0,1,1,177,0,22,3,1,0,0,0,1,1,4,5,3,33.66666667,0,130000,0,6126,5726,5726,17106,0.39
4,2,6,3,3,1,0,0,9,3,1,0,7,1,1,1,4,3,12,1,5,3,2,3,3,2,2,4,2,2,1,0,1,1,0,1,2,6,1,0,6,1,1,3,1,0,0,86,1,12,4,1,0,1,0,1,0,1,5,3,43,0,92500,0,3578,2512,2512,13974,0.58
6,4,6,2,1,0,0,1,0,4,1,1,7,1,0,1,1,3,7,0,0,3,3,1,1,1,4,4,1,2,0,0,1,0,0,0,2,4,0,0,4,1,1,0,0,0,0,18.5,0,4,2,1,0,0,0,1,2,4,2,2,72,1,3750,1,1012,810,810,4001,0.43
1,2,5,13,7,2,0,1,3,3,1,0,10,1,0,3,4,5,7,0,8,7,3,4,3,2,2,4,10,10,5,8,1,0,1,1,2,14,0,0,0,0,0,5,2,0,0,264.5,0,30,4,1,0,1,0,1,1,1,5,11,25,0,130000,0,10783,6020,0,7907,0.52
4,3,2,2,1,0,0,1,1,2,1,1,7,1,0,1,4,3,7,0,0,1,3,2,3,2,4,4,2,5,1,0,1,0,1,1,2,4,0,0,0,0,0,3,3,0,0,18.5,0,12,2,1,0,0,0,1,0,1,2,2,33,0,27500,0,970,970,242,4435,0.56
5,5,5,4,2,1,1,1,1,4,1,1,3,1,1,1,3,4,12,0,2,3,3,3,3,4,4,4,3,2,2,1,1,0,0,1,10,8,0,1,8,3,1,6,3,1,0,2.5,1,18,3,0,0,1,1,1,1,1,5,2,52,0,130000,0,3534,3134,3134,15672,0.4
6,3,0,1,2,0,0,1,9,4,0,1,5,1,0,1,5,4,2,0,2,3,3,1,3,5,4,8,4,2,1,1,1,0,0,1,2,5,1,1,5,3,1,2,3,0,0,21,1,18,3,1,0,0,1,1,1,1,5,1,45,1,130000,0,1289,1289,1289,9011,0.51
1,3,2,3,1,1,0,0,9,3,0,1,7,0,0,1,1,3,7,1,0,13,3,4,3,2,4,8,1,2,0,0,1,0,0,1,2,6,0,1,0,0,0,0,0,1,0,39.5,0,12,3,1,0,1,1,0,1,1,2,4,32.5,0,47500,0,3264,1632,272,15925,0.58
6,4,3,3,4,1,1,1,1,2,1,0,18,0,1,3,5,4,12,1,5,13,2,3,2,3,4,4,1,2,0,0,1,0,0,1,2,7,0,1,7,3,0,6,3,0,0,24,1,30,4,0,1,1,1,1,0,1,5,2,65,1,130000,0,5518,3688,3688,22339,0.42
4,1,5,3,2,1,1,0,1,3,0,0,7,1,1,1,3,4,3,1,3,3,2,2,3,4,8,8,0,0,0,0,0,0,0,0,2,6,0,0,4,3,0,6,3,1,0,0,1,22,3,1,0,0,0,1,0,1,3,2,64.5,1,17500,1,3159,2759,1839,13421,0.54
6,3,5,1,1,0,0,1,1,4,1,1,7,1,1,1,4,3,7,0,1,0,0,2,2,2,4,4,0,0,0,0,0,0,0,1,0,4,1,1,4,3,0,0,0,0,0,0,0,4,3,0,0,1,1,1,0,1,0,2,86.5,1,22500,0,675,675,675,8800,0.52
5,1,5,2,1,1,0,1,0,3,0,0,3,1,1,1,4,3,12,0,0,3,3,1,2,1,1,2,0,0,0,0,0,0,0,0,2,4,0,1,4,3,0,1,2,0,0,21,1,7,3,0,0,1,1,1,1,1,1,1,29,0,17500,0,600,600,600,10568,0.39
